AccountId,Account_Display_Name,Current_Tier_v1,Current_Tier_v2,tier_v3,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty
5910,Rendcomb College,Tier 4,Tier 3,Tier 3,16.44,411.17,1406.33,1042,5
5912,146Kings,NIL,Nil,Nil,,0.0,395.54,0,3
5915,Shout Connect Limited,NIL,Nil,Nil,,0.0,399.75,0,3
5916,Benenden,NIL,Nil,Nil,,0.0,2629.55,0,4
5918,St Helen’s School Events,Tier 4,Tier 3,Tier 3,20.8,494.0,733.25,1292,3
5919,SAPA,NIL,Nil,Nil,,0.25,65.29,0,3
5921,hminter,NIL,Nil,Nil,,0.0,0.0,0,1
5923,Droitwich - St Peters Pre School,NIL,Nil,Nil,,0.0,9.21,0,1
5925,Like Minds,NIL,Nil,Nil,,0.0,84.25,0,2
593,Jeff's Acccount for Stripe Connect testing,NIL,Nil,Nil,,0.0,0.42,0,2
5931,Wolverhampton Grammar School,Tier 4,Tier 3,Tier 3,16.1,571.25,901.25,1750,5
5933,Otley Folk Festival,Tier 4,Tier 3,Tier 3,15.54,516.58,1140.29,346,5
594,Lane Theatre  Newquay,Key Account,Tier 1,Tier 1,0.56,3700.7,18365.88,5534,9
5940,Hi-Bri's Dance Studio,Tier 3,Tier 4,Tier 4,36.49,100.71,976.17,148,4
5941,HAF Performing Arts,NIL,Nil,Nil,,0.0,17.73,0,1
5942,Fulneck School Events,NIL,Nil,Nil,,0.0,139.87,0,2
5945,Victoria Horn School of Dance,Tier 4,Tier 3,Tier 3,25.09,243.54,965.32,431,4
5946,Mind Body and Workplace,NIL,Nil,Nil,,0.0,3.0,0,1
5949,Whitehaven Alive,NIL,Nil,Nil,,0.0,5333.88,0,2
5951,Long Mynd Music Academy,NIL,Nil,Nil,,0.0,32.88,0,1
5952,Dancing With Louise,NIL,Nil,Nil,,0.0,754.96,0,2
5953,Martha’s Homestore,NIL,Nil,Nil,,0.0,0.67,0,1
5955,Trimfest charity,NIL,Nil,Nil,,0.0,49.5,0,1
5964,New Life Sports Massage,NIL,Nil,Nil,,0.0,42.88,0,3
5966,UMEUS CIC,NIL,Nil,Nil,,0.0,7.36,0,1
5968,The Bryce  Burneside,NIL,Nil,Nil,,0.0,29.21,0,3
5972,Affinity Dance South Hams,NIL,Nil,Nil,,0.0,220.17,0,1
5974,Technology in Music Education UK,NIL,Nil,Nil,,0.0,16.25,0,1
5976,N M Williams,NIL,Nil,Nil,,0.0,30.25,0,1
598,Friends of Handsworth,NIL,Nil,Nil,,0.0,17.49,0,1
5983,Feather & Springs,NIL,Nil,Nil,,0.0,0.0,0,1
5986,Cirque Training (Britt Goodwin),NIL,Nil,Nil,,0.0,35.71,0,3
5987,Temple Sowerby CE School,Tier 2,Tier 5,Tier 5,62.99,37.88,129.27,116,4
5988,BBEST Community Hub CIC,NIL,Nil,Nil,,0.0,254.26,9,4
5989,Monkton Alumni,Tier 4,Tier 3,Tier 4,25.94,210.58,929.38,148,5
5990,Lydden Hill Motorsport Club Limited,NIL,Nil,Nil,,0.0,722.32,0,4
5991,Hannah Strong Vocal Tuition,NIL,Nil,Nil,,0.0,457.65,0,3
5992,Mulholland Building Services,NIL,Nil,Nil,,0.0,0.0,0,1
5995,Inspired Learning Group,NIL,Nil,Nil,,0.0,0.0,0,3
5996,Farm & Fell,Tier 3,Tier 4,Tier 4,30.69,134.38,1346.9,215,4
5999,Westwell Players,Tier 4,Tier 4,Tier 4,27.15,207.25,761.91,391,5
6,Justin Birch Events,NIL,Nil,Nil,,0.0,48.29,0,3
60,Merchant Taylors' Schools,NIL,Nil,Nil,,0.0,1132.9,0,4
6000,EFCW,Tier 1,Tier 5,Tier 5,86.67,3.67,27.29,13,4
6001,A Tour with a View,NIL,Nil,Nil,,0.0,8.25,0,1
6003,Barnet Symphony Orchestra,NIL,Nil,Nil,,0.0,418.83,0,3
6004,Secret Coast Songwriters Ltd,NIL,Nil,Nil,,0.0,12.83,0,1
601,Sedbergh School Hospitality ,NIL,Nil,Nil,,0.0,1393.42,0,2
6010,Samantha Gargett,Tier 1,Free,Free,,0.0,0.0,35,4
6011,Margaret Law-Sampson,NIL,Nil,Nil,,0.0,62.46,0,2
6015,Nybble,NIL,Nil,Nil,,0.0,0.0,0,1
6016,Lincs Inspire Libraries,Tier 4,Tier 5,Tier 5,64.1,20.92,222.58,431,5
6017,Starting Well Partnership,Tier 3,Free,Free,,0.0,0.0,225,5
6018,Armaani,NIL,Nil,Nil,,0.0,0.0,0,1
6019,Red Bazar,NIL,Nil,Nil,,0.0,28.17,0,1
6021,Rebecca,NIL,Nil,Nil,,0.0,0.0,0,1
6022,Herdwork,High Value,Tier 4,Tier 4,46.21,66.79,423.57,4626,5
6025,Greenlands Parties,Tier 4,Tier 2,Tier 3,10.15,718.33,2867.08,358,5
6026,Poole Grammar School Drama,NIL,Nil,Nil,,0.0,0.0,0,1
6027,Westmorland and Furness Music Hub,NIL,Nil,Nil,,0.0,0.0,0,2
6029,Greswold Primary School,NIL,Nil,Nil,,0.0,329.04,0,3
6032,Festival Community Company Ltd,NIL,Nil,Nil,,0.0,2.71,0,1
6033,Mad Hats Ball,NIL,Nil,Nil,,0.0,2662.25,0,3
6036,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,2
6038,Leah Dalby,NIL,Nil,Nil,,0.0,14.88,0,1
6040,Harrow Development Trust,NIL,Nil,Nil,,0.0,984.04,0,2
6045,BIPIN PATEL,NIL,Nil,Nil,,0.0,205.42,0,2
6047,Rotary club of senlac,NIL,Nil,Nil,,0.0,62.03,0,1
6048,The Point,NIL,Nil,Nil,,0.0,6.33,0,1
605,Kitchen Dancing,Tier 4,Tier 2,Tier 2,7.42,779.44,3493.95,1940,9
6053,Club 124,NIL,Nil,Nil,,0.62,46.54,0,2
6057,Monkton Partnership Events,Tier 4,Tier 4,Tier 4,43.36,81.5,416.29,435,5
6059,JHampshire,NIL,Nil,Nil,,2.08,59.08,3,5
606,Museums Norfolk,NIL,Nil,Nil,,0.0,28.33,0,1
6066,High Five,Tier 3,Tier 5,Tier 5,53.28,95.33,104.21,364,3
607,UK Food Certification Limited,NIL,Nil,Nil,,38.25,3174.25,6,8
6070,TryBooking Charities Demo,NIL,Nil,Nil,,0.0,0.25,0,2
6071,Grayrigg School,Tier 3,Free,Free,,0.0,6.96,275,3
6075,Academia Allegro,Tier 4,Free,Free,,0.0,0.0,827,4
6077,Handbridge Community Association,NIL,Nil,Nil,,0.0,111.37,0,1
6078,Brighton Period Project,NIL,Nil,Nil,,0.0,37.73,0,1
608,Trent College Parents’ Association,Tier 4,Tier 2,Tier 3,10.89,525.33,2441.11,817,9
6082,Towers School and Sixth Form Centre,NIL,Nil,Nil,,0.0,0.0,0,1
6083,Woodley Parents Teachers Association,NIL,Nil,Nil,,0.0,0.67,0,1
6084,Anna Antonina,NIL,Nil,Nil,,0.0,5.0,0,1
6086,Tickhill & District Lions,NIL,Nil,Nil,,0.0,0.33,0,1
6088,CiD_TTV,NIL,Nil,Nil,,0.0,1.08,0,1
6089,The Sharp Show,Tier 4,Tier 3,Tier 3,22.39,297.0,1000.58,594,4
6091,LongTermPartners,NIL,Nil,Nil,,0.0,0.0,0,1
6095,PS Sing,NIL,Nil,Nil,,0.0,0.82,0,1
6098,Phoenix Pre school,NIL,Nil,Nil,,0.0,84.5,0,1
61,Merchant Taylors' Boys' School,NIL,Nil,Nil,,0.0,345.79,0,7
6101,Salcombe Players,NIL,Nil,Nil,,0.0,342.8,0,3
6104,S.E.E.D Lancashire,NIL,Nil,Nil,,0.0,315.12,0,1
6105,Zainab,NIL,Nil,Nil,,0.0,117.79,0,1
611,Chaos Collective,NIL,Nil,Nil,,0.0,17.92,0,2
6113,LYMINGTON TOWN FC,NIL,Nil,Nil,,0.0,877.33,0,3
6116,Sharona Gaasendam,NIL,Nil,Nil,,0.0,6.54,0,1
6118,Migration Test,NIL,Nil,Nil,,0.0,0.0,0,1
612,CVMS EXAMS,Tier 4,Tier 2,Tier 2,7.95,702.63,3955.46,409,8
6126,tienkim,NIL,Nil,Nil,,0.0,0.0,0,1
6128,Grimsdell,Tier 2,Tier 5,Tier 5,86.72,9.92,9.92,64,5
6129,Belmont,Tier 2,Free,Free,,0.0,0.0,44,4
613,Trent College PSHE,NIL,Nil,Nil,,0.0,0.0,0,4
6131,Erskine Stewart's Melville Schools,Tier 4,Tier 3,Tier 3,21.51,234.13,1855.48,591,5
6132,Music 2 Calm the Soul,Tier 2,Tier 5,Tier 5,53.43,54.33,218.58,84,5
6133,Ashburnham & Penhurst Parish Council,NIL,Nil,Nil,,0.0,0.0,0,1
6135,Kelvin stoner,NIL,Nil,Nil,,0.0,0.0,0,1
6137,Sarah Hunt,NIL,Nil,Nil,,0.0,0.0,0,1
6138,Launch Events NW Limited,Tier 4,Tier 2,Tier 3,10.72,1010.5,1675.75,476,4
6141,Progress Learning Centre,NIL,Nil,Nil,,0.0,9.38,0,1
6147,1st Molesey Scout Group,Tier 4,Tier 2,Tier 2,9.83,746.7,2925.82,1020,5
6148,Chris Perry,NIL,Nil,Nil,,0.0,0.0,0,1
6149,Jamie Pleavin,NIL,Nil,Nil,,0.0,21.67,0,1
615,EvilC,NIL,Nil,Nil,,0.0,0.0,0,1
6153,Surrey singles,Tier 1,Tier 5,Tier 5,77.76,13.58,63.02,24,4
6154,Jake Hopkins,NIL,Nil,Nil,,0.0,0.0,0,1
6158,SMC FP Club,Tier 3,Tier 4,Tier 4,43.71,96.42,273.34,63,5
616,Fun Days Out,NIL,Nil,Nil,,0.0,1829.53,0,8
6164,Scottish Families Affected by Alcohol and Drugs,Tier 4,Tier 4,Tier 4,31.4,161.29,634.17,849,5
6166,The Workhouse Group Of Companies Ltd,Tier 3,Tier 4,Tier 4,39.61,120.74,318.64,86,5
6170,Pretty Authentic Marketing,NIL,Nil,Nil,,20.0,367.04,6,4
6171,Douai Foundation,Tier 3,Tier 4,Tier 4,40.73,106.38,410.04,230,4
6175,Hornby Institute,Tier 4,Tier 4,Tier 4,33.72,126.27,738.57,146,5
6176,Jo's Trust,NIL,Nil,Nil,,0.0,271.33,0,2
618,Jeannine Manuel Parents Association,Tier 4,Tier 3,Tier 3,20.88,188.75,3015.73,1024,9
6182,Burlington House School,Tier 4,Free,Free,,0.0,0.0,1164,5
6184,Warminster Action Group,NIL,Nil,Nil,,0.75,112.67,4,4
6186,Five Til Nine,NIL,Nil,Nil,,0.0,212.83,0,2
6190,Caelestis,NIL,Nil,Nil,,0.0,0.25,0,1
6198,Friends of Gresham's at Prep,Tier 3,Tier 4,Tier 4,36.64,168.75,370.58,213,3
6202,Mrs K A Sharpe (Kelly Anne's Photography),NIL,Nil,Nil,,0.0,0.96,0,1
6206,Windermere RUFC Events,Tier 4,Tier 3,Tier 3,14.79,425.67,2890.23,963,4
6209,Harrison Drury Solicitors,Tier 3,Tier 4,Tier 4,34.97,153.83,400.5,217,5
6210,Simon on the Streets,Tier 4,Tier 3,Tier 3,23.81,251.33,934.0,284,5
6211,UnderSong Productions,NIL,Nil,Nil,,0.0,136.25,0,1
6214,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
622,Lucy Ellis Dance Coaching,NIL,Nil,Nil,,0.0,44.17,0,1
6220,Elspeth Fisher,NIL,Nil,Nil,,0.0,146.69,0,1
6223,Pot Bound LTD,NIL,Nil,Nil,,0.0,1.37,0,1
6226,Into the shadows,NIL,Nil,Nil,,0.0,142.79,0,1
6227,AHR,Tier 3,Tier 4,Tier 4,30.75,184.83,621.09,47,4
6228,Bristol Pay CIC,NIL,Nil,Nil,,0.0,104.12,0,1
6230,Entrust Music Service Staffordshire,High Value,Tier 1,Tier 1,3.38,2193.99,7577.97,4629,5
6234,Sherwood Primary School,NIL,Nil,Nil,,0.0,0.0,0,3
6235,Anglican Mission in England,Tier 3,Free,Free,,0.0,0.0,172,2
6239,CSWCC Juniors Fundraising,Tier 2,Tier 5,Tier 5,63.25,42.67,119.54,78,3
6241,YAB East Lancashire,Tier 4,Tier 3,Tier 3,22.59,376.13,526.9,131,5
6243,NCI Prawle Point,NIL,Nil,Nil,,0.0,14.29,0,1
6244,Nikki Dainter,NIL,Nil,Nil,,0.0,3.12,0,1
6248,Bevis Marks Synagogue,Tier 4,Tier 3,Tier 3,24.95,250.67,921.5,324,4
6249,Mind Body & Goals,NIL,Nil,Nil,,0.0,3.25,0,1
6250,The Soul Laundry,NIL,Nil,Nil,,0.0,5.42,0,1
6251,Point Acrobatics Gymnastics Club,High Value,Tier 2,Tier 2,4.76,1853.71,4269.54,3829,5
6252,Hip Joint Bentham,Tier 3,Tier 4,Tier 4,30.74,173.54,603.89,245,5
6253,Lindsey Hickson,Tier 2,Free,Free,,0.0,0.0,74,5
6256,St Stephen-by-Saltash Parish Church,Tier 2,Tier 5,Tier 5,77.82,4.12,132.63,15,3
6258,Lichfield Festival Friends,Tier 4,Tier 3,Tier 3,21.26,305.96,967.33,446,5
6259,21danielle,NIL,Nil,Nil,,0.0,0.0,0,1
6261,Stroud Arts Festival,Tier 4,Tier 3,Tier 4,26.81,266.17,577.56,451,4
6262,Kellie Baines,NIL,Nil,Nil,,0.0,100.21,0,1
6263,Marbury Forest School,NIL,Nil,Nil,,0.0,124.88,0,2
6265,Owsley,NIL,Nil,Nil,,0.0,37.58,0,2
6266,Blackburn Chamber Choir,Tier 3,Tier 4,Tier 4,44.21,88.62,307.54,141,5
6268,Royal British Legion Blackburn,Key Account,Tier 2,Tier 3,12.29,573.01,2059.69,9419,5
6274,Old Kingstonian Hockey Club,NIL,Nil,Nil,,0.0,0.0,0,1
6275,Access the Dales,Tier 4,Tier 5,Tier 5,70.16,24.57,76.18,1037,5
6276,YABducation,Tier 2,Tier 5,Tier 5,80.24,17.92,36.19,104,3
6277,Umberton Farm,NIL,Nil,Nil,,0.0,368.18,0,1
6279,East Sussex Concert Band,Tier 3,Tier 5,Tier 5,54.37,52.83,196.33,135,5
628,openfarmsunday@leafuk.org,NIL,Nil,Nil,,0.0,0.0,0,1
6280,Trident Honda,NIL,Nil,Nil,,0.0,0.0,0,2
6281,Sarah Boult,NIL,Nil,Nil,,0.0,50.36,0,1
6283,Moor Park Golf Club,NIL,Nil,Nil,,0.0,0.0,0,1
6291,Cumbria Innovations Platform,NIL,Nil,Nil,,0.0,0.0,0,1
6293,RGSWorcester,Key Account,Tier 2,Tier 2,4.83,1535.7,5014.2,5589,5
6298,Scarisbrick Hall School,High Value,Tier 2,Tier 2,6.26,1179.83,4084.62,2621,5
63,FMB (Financial Management Bureau),Tier 2,Tier 4,Tier 5,47.49,77.21,199.21,114,11
630,Colyton Grammar School Academy Trust,NIL,Nil,Nil,,0.0,191.71,0,3
6302,West Northants Business Forum,NIL,Nil,Nil,,0.0,0.0,0,2
6310,Blackburn Rovers Football Club,NIL,Nil,Nil,,0.0,0.0,0,1
6311,Ximena Alarcon,NIL,Nil,Nil,,0.0,6.33,0,2
6312,Footlighters (MTS Events),NIL,Nil,Nil,,0.0,370.87,0,2
6315,Stonehaven Folk Club,NIL,Nil,Nil,,0.0,0.54,0,1
6316,Laure Chan & William Jack,NIL,Nil,Nil,,0.0,6.33,0,1
6317,Robin Hood's Bay Folk Club,NIL,Nil,Nil,,0.0,22.4,0,2
6319,Surrey Honey Farm Ltd,NIL,Nil,Nil,,0.0,0.0,0,1
6320,Rigney Bank Ballet School,NIL,Nil,Nil,,0.0,42.21,0,3
6322,Glenwhan Gardens,Tier 3,Tier 4,Tier 4,41.55,99.21,367.53,225,5
6323,Rowan Carr,NIL,Nil,Nil,,0.0,98.58,0,1
6325,Friends of Newtown Road Cemetery,Tier 2,Tier 5,Tier 5,67.27,23.12,145.58,67,4
6326,Budworth Hall (Ongar & District Community Association),NIL,Nil,Nil,,0.0,16.96,0,2
6327,Amy Gunawan Willow Weaving,NIL,Nil,Nil,,0.0,77.5,0,2
633,Gelt Gifts Ltd,NIL,Nil,Nil,,0.0,59.25,0,1
6335,Great Waltham,NIL,Nil,Nil,,0.0,41.38,0,1
634,QA's Test Account in Prod,NIL,Nil,Nil,,0.0,0.0,0,4
6341,Inspire Training Group,NIL,Nil,Nil,,0.0,0.0,0,1
6343,HarrisonParrott,NIL,Nil,Nil,,0.0,0.21,0,1
6344,Free Range Floristry,Tier 3,Tier 4,Tier 4,44.1,72.0,591.59,31,4
6346,Jigsaw (South East),Tier 3,Tier 4,Tier 5,48.67,64.17,325.96,77,5
6349,Vinehall School Events,High Value,Tier 1,Tier 2,3.51,2035.37,7675.45,1422,5
6352,Sompting 1st Aid,NIL,Nil,Nil,,0.0,0.0,0,1
6353,DADADA,Tier 4,Tier 3,Tier 3,19.41,365.46,992.96,519,5
6355,Environment Agency - National Navigation Team,Tier 3,Free,Free,,0.0,0.0,155,5
6356,Windrush New Generation Academy,NIL,Nil,Nil,,0.0,3.83,0,2
6357,Region Wraggy Limited,NIL,Nil,Nil,,0.0,2.67,0,1
6359,Lancashire Women Training,NIL,Nil,Nil,,0.0,0.0,0,1
636,Birkenhead Choral Society,Tier 3,Tier 4,Tier 4,44.47,88.71,249.65,126,7
6360,Anne Hughes Ignite,NIL,Nil,Nil,,0.0,0.0,0,3
6361,World Scout Jamboree 1st Crystal Palace,NIL,Nil,Nil,,0.0,7.62,0,2
6362,The Gather,Tier 4,Tier 3,Tier 3,23.65,239.36,1084.23,333,5
6363,Gooding Accounts Ltd,NIL,Nil,Nil,,0.0,0.0,0,1
6364,Kooky Ceilidh,Tier 3,Tier 4,Tier 4,45.52,78.34,344.04,183,5
6365,FC United of Manchester Business Club,Tier 3,Tier 5,Tier 5,62.59,18.92,384.18,135,4
6366,Woodland Ranch,Key Account,Tier 1,Tier 1,2.94,2628.21,8372.37,5961,5
6368,RBL Cinderford Branch,Tier 3,Tier 5,Tier 5,56.53,47.96,199.58,56,4
6369,Corkscrew Theatre,NIL,Nil,Nil,,0.0,55.62,0,1
637,GLSW Scouts,Tier 4,Tier 3,Tier 3,16.71,290.87,2228.63,108,9
6370,PARTY LAND,NIL,Nil,Nil,,0.0,0.0,0,1
6372,Cheadle Arts Festival,Tier 2,Tier 5,Tier 5,75.28,13.87,88.58,32,4
6376,Too Old For Timepiece,Tier 3,Tier 4,Tier 4,46.25,92.58,202.88,236,5
6377,Warninglid WRS,Tier 3,Tier 4,Tier 4,45.2,77.14,433.24,145,4
638,Redlands Foundation and Alumni,NIL,Nil,Nil,,0.0,47.17,0,1
6382,Pea Green Boat,NIL,Nil,Nil,,0.0,2.17,0,2
6383,Northbourne Park School,Key Account,Tier 2,Tier 2,5.51,2661.2,6997.98,715,3
6384,Sparkle stars (SG) LTD,NIL,Nil,Nil,,0.0,11.83,0,1
6385,Wonderful Wild Women,Tier 3,Tier 4,Tier 5,49.27,62.71,313.97,74,5
639,Robert Gordon's College Junior School,NIL,Nil,Nil,,0.0,0.0,0,1
6391,Dame Allan's Schools,Tier 4,Free,Free,,0.0,0.0,649,5
6392,Indian Arts Connection,Tier 3,Tier 4,Tier 4,38.87,137.71,264.92,189,5
6394,Hollie Kates Dance,Tier 4,Tier 3,Tier 3,25.84,244.62,817.58,588,4
6397,LEAF/Corteva - Resilient & Ready,NIL,Nil,Nil,,0.0,0.0,0,1
6398,RMS for Girls,Tier 4,Tier 5,Tier 5,71.25,35.38,35.38,961,5
64,The University of Buckingham,NIL,Nil,Nil,,0.0,0.0,0,7
6401,BROOMFIELDS PARENT TEACHER ASSOCIATION,Tier 4,Tier 3,Tier 3,14.77,613.45,1816.06,1400,3
6403,Paula Morris,NIL,Nil,Nil,,0.0,136.67,0,2
6404,Ilkley Baptist Church,NIL,Nil,Nil,,0.0,18.33,0,2
6405,Gold Coast United FC,NIL,Nil,Nil,,0.0,0.0,0,1
6407,Ladies Lunch,NIL,Nil,Nil,,0.0,42.11,0,1
6408,Go Wild Highlands,Tier 4,Tier 3,Tier 4,24.56,233.79,975.33,146,5
6409,Willesden Audax,NIL,Nil,Nil,,0.0,245.38,0,2
641,PHS Prom,NIL,Nil,Nil,,0.0,0.0,0,1
6411,Zala Wellbeing,NIL,Nil,Nil,,0.0,13.83,0,2
6413,Friends of Eckington School,NIL,Nil,Nil,,0.0,84.21,0,2
6418,Herts & Essex High School,Tier 4,Tier 3,Tier 3,15.04,499.19,1328.81,1123,5
642,I Wish I Didn't Quit,NIL,Nil,Nil,,0.0,0.0,0,1
6425,Buildwas Holy Trinity,Tier 3,Free,Free,,0.0,20.96,191,5
6428,SolwaySingers,Tier 2,Tier 5,Tier 5,52.85,59.89,195.19,102,5
6430,TogetherWeCIC,NIL,Nil,Nil,,0.0,0.0,0,1
6431,Facing the Past,NIL,Nil,Nil,,0.0,52.17,6,4
6432,The Scrummers,NIL,Nil,Nil,,0.0,778.36,0,3
6434,The Indian Cultural Association (ICA),Tier 4,Tier 3,Tier 3,15.36,439.86,1586.55,801,5
6445,Parents Association of Beechwood Sacred Heart School,NIL,Nil,Nil,,0.0,372.0,0,2
6447,Swim England London,NIL,Nil,Nil,,0.0,3349.92,0,3
6449,FFCC Tania,NIL,Nil,Nil,,0.0,0.0,0,1
6452,Helmsley Walled Garden,NIL,Nil,Nil,,0.0,570.18,0,3
6454,Wylde Blossom Health & Healing,Tier 4,Tier 3,Tier 4,26.46,199.5,936.12,147,5
6455,Rigney Bank Ballet School,Tier 3,Tier 4,Tier 4,44.44,58.5,949.08,35,4
6459,Aldineia Ton,NIL,Nil,Nil,,0.0,95.88,0,1
6462,Lourdes CAFt,NIL,Nil,Nil,,0.0,0.0,0,2
6463,Dar ur Rabi',NIL,Nil,Nil,,0.0,88.0,0,2
6468,Wellingborough Musical Theatre Society,NIL,Nil,Nil,,0.0,208.29,0,2
6470,Aylesbury Indian community,NIL,Nil,Nil,,0.0,68.54,0,1
6473,National Association of Choirs,NIL,Nil,Nil,,0.0,1.7,0,1
6476,LP PSC,NIL,Nil,Nil,,0.0,48.5,0,2
6478,Mason,NIL,Nil,Nil,,0.0,7.5,0,1
6481,Knutsford Bonfire,Tier 4,Tier 3,Tier 3,13.3,521.97,2663.65,978,4
6484,Catechism team Holy Ghost Balham,Tier 1,Free,Free,,0.0,0.0,23,5
6486,Blaydon Red Kites,NIL,Nil,Nil,,0.0,14.25,0,1
6488,Rosebuds Events,NIL,Nil,Nil,,0.0,68.5,0,2
649,Wim Leavers 2018,NIL,Nil,Nil,,0.0,213.67,0,1
6494,South Brent Amateur Dramatic Society,NIL,Nil,Nil,,0.0,0.0,0,1
6496,Holme Grange PAA OLD,NIL,Nil,Nil,,0.0,1592.39,0,3
65,Hawthorn Press,NIL,Nil,Nil,,0.0,40.74,0,2
650,Genesis Trust Bath,Tier 3,Tier 5,Tier 5,55.29,47.25,303.63,63,3
6501,Ryan123,NIL,Nil,Nil,,0.0,1.0,0,1
6504,Wild Rabbit Interiors Ltd,Tier 3,Tier 5,Tier 5,61.2,29.25,297.71,54,3
6505,UK LORRAINE test account,NIL,Nil,Nil,,0.0,0.0,0,2
6508,The Milestone Big Band,Tier 3,Tier 4,Tier 4,43.78,77.5,526.93,66,4
6509,Surrey County ASA,NIL,Nil,Nil,,0.0,230.12,0,1
6510,Ampthill Mayors Charity,Tier 3,Tier 4,Tier 4,43.76,96.58,270.08,149,5
6511,PGE Awards UK,NIL,Nil,Nil,,0.0,8.58,0,1
6514,Eccleshall Community Amateur Dramatics,Tier 4,Tier 3,Tier 4,26.92,207.17,798.04,321,5
6520,LozzFest,NIL,Nil,Nil,,0.0,0.0,0,1
6523,St Wilfrid`s,NIL,Nil,Nil,,0.0,71.18,0,1
6527,New Friends of Ashville,NIL,Nil,Nil,,1.0,440.87,6,4
653,Business @ Rovers,Tier 3,Free,Free,,0.0,9.63,308,6
6531,The Warrington School of Dance,Tier 4,Tier 3,Tier 3,18.48,373.96,1376.54,608,4
6532,PTA of Milton Road Primary School,Tier 4,Tier 3,Tier 3,18.07,380.08,1174.89,1350,5
6552,Festive Freedom,NIL,Nil,Nil,,0.0,63.25,0,1
6553,Park Farm,NIL,Nil,Nil,,0.0,0.0,0,2
6554,Herts & Soul Community Choir,Tier 3,Tier 4,Tier 4,38.98,129.46,301.01,221,5
6555,God for All  Digital Support,NIL,Nil,Nil,,0.0,0.0,0,1
6558,Queen Anne's School,Tier 4,Tier 3,Tier 3,25.67,238.12,751.54,1181,5
656,Roots of Life Events,Tier 4,Tier 3,Tier 4,27.01,258.65,486.3,717,5
6560,FOGS - Pre Prep,Tier 3,Tier 4,Tier 4,45.08,75.17,391.75,173,5
6562,llove,NIL,Nil,Nil,,0.0,0.67,0,1
6570,Burrow Events,Tier 4,Tier 3,Tier 3,25.66,247.5,825.71,367,4
6573,klovi event,NIL,Nil,Nil,,0.0,0.0,0,1
6576,St Helen's School Performances,High Value,Tier 3,Tier 3,25.89,242.92,703.92,2423,5
6577,Admissions Holmewood House,NIL,Nil,Nil,,0.0,0.0,0,1
6579,Bancroft's School,Key Account,Tier 2,Tier 2,6.6,1392.92,2962.23,6508,5
658,MBC,NIL,Nil,Nil,,0.0,0.13,0,1
6581,St Mary’s School Association,Tier 3,Tier 4,Tier 4,47.96,108.98,135.56,335,4
6582,Hightown St Mary's Cricket Club,Tier 4,Tier 2,Tier 2,10.83,766.67,2734.38,1789,4
6583,noudel,NIL,Nil,Nil,,0.0,0.0,0,1
6587,Spanglish In The City,NIL,Nil,Nil,,0.0,56.25,0,2
659,International Culture and Arts Exchange London,NIL,Nil,Nil,,0.0,348.21,0,1
6591,Huntingdon Male Voices,Tier 2,Tier 5,Tier 5,69.85,23.75,100.25,38,4
6596,Colne Delta Music,Tier 4,Tier 3,Tier 3,13.86,509.71,1678.75,686,5
6598,Pitsford School,Tier 4,Tier 3,Tier 3,21.4,287.02,1083.42,556,5
6599,Pippin2018,NIL,Nil,Nil,,0.0,94.87,0,1
66,Merchant Taylors Boys' School,NIL,Nil,Nil,,0.0,0.0,0,5
6600,GRACE,NIL,Nil,Nil,,0.0,108.33,0,1
6602,Civil Service Choir,Tier 3,Tier 5,Tier 5,57.88,35.08,369.78,47,3
6607,St Paul's Girls' School Parents' Guild Arts Society,Tier 4,Tier 3,Tier 3,20.76,252.36,1688.16,157,5
6609,June Le Fevre (BCOS),NIL,Nil,Nil,,0.0,50.71,0,2
661,Account Deleted,NIL,Nil,Nil,,0.0,18.6,0,1
6613,Being In Your Element,NIL,Nil,Nil,,0.0,70.52,0,3
6615,Senior Team,NIL,Nil,Nil,,0.0,232.39,0,2
6616,City of Expertise,NIL,Nil,Nil,,0.0,58.54,0,2
6618,GM2LF Big Local Big Feed,NIL,Nil,Nil,,0.0,0.0,0,1
662,Haberdasher’s Aske’s Old Girls Club,NIL,Nil,Nil,,0.0,11.04,0,1
6620,Caroline Allen,NIL,Nil,Nil,,0.0,25.03,0,3
6621,Cheap Shots,NIL,Nil,Nil,,0.0,48.54,0,1
6622,Quality Time PA Services,NIL,Nil,Nil,,0.0,5.62,0,1
6623,Black Sheep Countryside Management,Tier 2,Tier 5,Tier 5,63.4,35.39,132.81,44,4
6627,Drayton Players,NIL,Nil,Nil,,0.0,29.51,0,3
6628,SMSP,NIL,Nil,Nil,,0.0,60.92,0,1
6629,Wolverhampton SC,High Value,Tier 2,Tier 2,10.47,731.75,2391.38,2202,5
663,The Starlets,Tier 4,Tier 3,Tier 3,13.44,451.93,1932.87,659,7
6634,Walthamstow Hall,High Value,Tier 2,Tier 2,6.65,1044.39,4526.58,3220,5
6636,Horndean Camera Club,NIL,Nil,Nil,,0.0,54.17,0,1
6637,Music Department  Ripley St Thomas,Tier 3,Free,Free,,0.0,423.46,94,4
6638,Leah Mulliner,NIL,Nil,Nil,,0.0,0.62,0,2
